tweet,label
sejo como o aedes aegypti diadedomingo ui zika dengue chikungunya  tristeza rio grande do,0
oliveiraluiis to com dengue idiota kkk,1
 iae o q andas fazendo   então sabe o mosquito da dengue  uhuumm  tá tendo mais caso q eupensa na minha situação kkkkkkk,0
gomesanab eu fui no medico e fizeram exame de sangue pra saber se era dengue ou isso ai deu que era isso,1
a dengue me pegou  não acredito to quebrado   minha casa ,1
gripedengue ou seja lá o que me pegou  frio  espelho sujo   briarcliff ,0
agarie no chile tem dengue kkkkkkk,0
elenias em um dia de dengue no hospital tenso doente  hospital sobrasa ,1
to com dengue e vocês,1
revistaistoe ‘ninguém vai acabar com a dengue ela chegou para ficar’ diz secretário de saúde de sp  absurdo isso,0
combate ao mosquito da dengue é meta prioritária do governo municipal de mauriti  centro de mauritice ,0
uns 5 falaram que eu to com dengue a outra falou que é anemia pqp viu cade o diploma em medicina,1
elenias amp uiara xuxa em um dia de enfermo eu dengue ela cirurgia  hospital sobrasa ,0
meu whats tá até juntando dengue de tão parado que tá ,0
chegando do hospital depois de longas 4 horas lá meu bebê com suspeita de dengue ,1
to com os sintomas da dengue,1
eu com dengue e de um angulo diferente ,1
primeiro porque minha mãe deve estar achando que eu tenho cara de palhaça segundo porque esse pessoal da escola acha que dengue dura 3 dias,0
fui a farmacia comprar um remédio pra minha mãe e vi o que ela comprou de dengue me tremi toda pior fase da minha vida foi aquela,1
esse trem q ta fazendo tanto barulho é aquele caminhao da dengue,0
depois de quase 3 semanas parado por conta de uma dengue voltei aos treinos fitness photoofday,1
harry comendo nao é bonito parece um camelo com dengue askdirectioner ,0
dengue é sério isso,1
mbrumatti kkkkkk tadinha  ela nem vai tá com dengue,0
wpp dando foco de dengue ,0
meu wpp ta dando dengue,0
amanha volto a trabalhar atestado acabou e dengue também graças a deus,0
eu já vi uns três mosquito da dengue em mim hoje,0
quem pega dengue quando vê um mosquito deve sentir o mesmo que as mulheres sentem ao ver uma barata salvador bahia dengue aëdesaegypti,0
a vida fica tão parada que daqui a pouco junta dengue,0
nossa que legal o pai ta com dengue ,1
ceciliaazevedo não ceci tava com dengue melhorei esses dias ,1
versão mais magra do nescau porem cheio de saúde e recuperado da dengue parque do povo que me,1
o mosquito da dengue voa baixo mas quem mora nos andares mais altos não está livre do problema o mosquito pode subir de elevador,0
hoje a falsidade está igual a dengue uma epidemia que ninguém controla,0
minha vida tá tão parada ultimamente qe to com medo de dar dengue,0
valinhos contra dengue sempre inovando hoje a nova armadilha foi destaque no jornal da eptv ,0
meu resumo da noite será matando os mosquitos da dengue,0
minha vida ta tao parada que daqui a pouco o mosquito da dengue vai se reproduzir nela tbm,0
lixosammy pode ser uma gripe muito forte mas ainda tenho que fazer mais exames pra ver se to com dengue,1
jamespoterr só ficar com dengue kk ai tu tem todo o tempo do mundo ,0
meucantorjorge agosto se tudo der certo vou em dois porém pegarei dengue em setembro miga ,0
mathhscosta porra 232 ce er loko tao matando mais que a dengue ai na pista,0
nesta quartafeira 03 tem caminha e mobilização contra a dengue chicungunya início às 8 horas enfrente ao centro cultural,0
pensamento do dia   o mosquito da dengue pica pq ele é preto e branco pq se fosse tricolor ele chupava,0
nesta quartafeira 03 tem caminha e mobilização contra a dengue chicungunya início às 8 horas,0
nao esse medicamento em caso de suspeita de dengue,0
hoje vou pra faculdade essa dengue qur pare de me incomodar,1
ando com sorte para algumas doenças adivinhem quem está com dengue de novo,1
um quadro clínico sugestivo de dengue vamos tratalo fotografia anexada feita lá em casa  ,1
com suspeita de dengue esperando pelo atendimento vaidemorar  upa 24h jacarepaguá in rio de janeiro ,1
devo ta com dengue só pod ,1
acho q to cm dengue ,1
 tu não pega ninguém até a dengue ta fugindo de você  kkkkkkkkkkkkkkkkk,0
garota nem a dengue quer te pegar,0
eu de chapadeiras e a dengue tbm,1
acho que to com dengue,1
a ultima vez q me deu isso eu tava com rubeulla e dps dengue ,1
liphepreto a palavra certa aqui é cuidado com a dengue,0
eu te levo no medico  não eu te levo no medico  ok que vc ta sentindo acho que é dengue e vc,1
não queria colocar mosquiteiro mas com a dengue solta não dá pra bobear não gosto daqueles,0
perdi dois kilos com a dengue só queria ter perdido mais,1
tô descaralhada d+ pelo menos ele não pegou a dengue aqui pq ja estava mal antes mas continuou trabalhando,0
bad é igual a dengue,0
ai descubro que estou com zika uma doença prima da dengue ê feriadão boom,0
se estiver com dengue eu to muito ferrada,1
nem eu quando tava com dengue dei tanta macha igual ele ta,1
hoj cheguei na escola tipo super mal  voltei pra casa fui no hospital e pode ser dengue  legaall ,1
dengue   hospital e maternidade são francisco de assis hmsfa in crato ceará ,0
suspeita de dengue ninguém merece soro doente dengue hospital   hospital regional de,1
minha vó só falta tá c dengue denovo,1
vou pegar dengue tb migos,1
meucantorjorge que dia é o dai mesmo que perigo deus andar no sol com dengue abraçar então nem se fala ,0
alanramos tá cm dengue irmão,1
mais parada que água da dengue,0
ai se pa to c dengue,1
aí esses dias eu pego dengue,1
poderia estar viajando ostentando ou qqr coisa ando mas estou aqui  realizando exames pra ver dengue ,1
to cansada disso de gripe eu passo p dor de dor pra gripe só posso ta c dengue senhor,1
dizem que o mosquito da dengue também prolifera em água suja,0
acho q to com dengue,1
meu wpp ta mais parado que  água de mosquito da dengue,0
hoje tem porks amanhã tem concept e eu jogada na cama com dengue,1
meu wpp ta criando dengue,0
claudiouai a mina cancela a festa de aniversário por suspeita de dengue no dia seguinte posta foto da festa com a família   e o +,1
quem quer um pouco de alergia  alergia dengue hospital comodoi querominhacasa  ,0
que luta agora foi a dengue que me pegou prova do lastro positivo soro na veia e molho para,1
essa dengue fez com que eu tomasse tudo inclusive no cu,1
cachorro da dengue,0
to com gripe mt forte ou suspeita de dengue vou ter que fazer vários exames agora,1
dengue  zika   fica em casa nada  eu sou mais ruim  disposiçao   embratel ,1
pra minha mae tudo eh culpa do arguile agora nossa mae acho q to com dengue vai fuma mais narguile,1
todos contra a dengue quartafeira na escola k e boa msm ks,0
e essa coceira que não passa  dengue fdm,0
a peste da dengue me pegou,1
v1v1ca sweetdanyandisa escolhe a dengue pf isa n pensa duas vezes unespgtall vc jurou pra mim q ia pra unesp  vou pedir transferencia,0
mais uma foto da manhã em manguinhos  que acabou por me dar dengue  mas que valeu cada imagem,1
meu irmão ta com dengue ,1
dengue x chikungunya o perigo agora dobrou haha vésperadeferiado pijama house moio  suíte 14 ,0
acho que esta semana não começou tão legal  dodoi dengue querocolo  hospital semper ,0
nathy vamos no cinema nesse feriado nem vai dar to com dengue não posso sair,1
lipo de pobre é dengue,0
meu deus nunca vi alguém com dengue ficar vermelho desse jeito parece que ficou 12 hrs embaixo do sol na praia,1
odiei dengue uma coceira ridícula nas mãos ,1
a bacia da pampulha devemos pensar existem vários problemas um deles é a despoluição outro o combate a dengue,0
isso deve ser dengue nao eh possível aa nao quero mais sai,1
e dengue,1
enquanto a outra pessoa está lá comendo bolo de aniversário da pobre garotinha amável e com dengue,1
cachorro não tem dengue meu povo  eles não tem dengue ,0
larva da dengue zika etc matar   olinda pernambuco nordeste brasil ,0
porque esse ano eu não tive desculpas não viajei não tive dengue então pude passar essa data com,0
marinhosouza17 kkkkkkk acho q m vou p escola hj acho q to cm dengue,1
acho que meu pai ta com dengue ele está todo vermelho espero que os enxames estejam errados ,1
hoje em dia a falsidade está igual a dengueuma epidemia q ninguém controlabom dia a todosq deus,0
joannett doouglasf dengue tem como sintomas muita dor nas articulações e muitas manchas na pele,0
acabou de sair mais uma edição do jornal agitacornelio nesta minha matéria fala sobre a dengue,0
q lindo parauapebas tá com epidemia de dengue,1
que m é essa de perereca suicida esse troço é igual mosquito da dengue some um e surge uns 2 mil pqp,0
não está sendo fácil dengue  unimed ,0
suspeita de dengue  emergêcia alerta médico  ,1
consultando espero que não seja dengue  hospital são francisco in itapaci goiás ,1
jaksoncostaa aqui na região não existe chikungunya e nem zika só dengue,0
oq adianta vc c recuperar da dengue e depois quando vc vai começar a rotina legal vc ficar com dor d garganta e resfriada ninguém merece,1
acho que eu to com dengue,1
não é dengue graças a deus  hospital de clínicas antônio afonso in jacareí sp ,0
eu peço pro senhor me levar e ele me manda dengue,1
galera acho q o mosquito da dengue me picou de novo pq eu vi o marvado é vdd q fica imune dos tipos de virus por alguns meses rsrsss,0
dica para repelir mosquitos da dengue e outros foradengue cuidado  esta foto peguei no face e vi,0
de volta ao soro no 4° dia de dengue hemoconcentração perigosa nunca achei que a dengue fosse tão,1
afff  to gripando toda dolorida tomara que não seja dengue,1
wake up time xô dengue   quartafeira | véspera de feriado  hoje tem todasvai   labirinthuslab,0
submarinegi não é dengue migas agora é oficial,0
to com dor no corpo  e o medo de estar com dengue,1
até o guerrero com dengue fazia o gol q o bale errou quartas,0
incompetência psdb e corrupção trens rt estadao dengue estado de sp confirma 100 mil casos da doença neste ano ,0
foxsportsradio benja é vdd que o goleiro aranha tambem esta com dengue ,1
devo tá com dengue só pode to morrendo,1
ana paula só não tá mais falsa do que a bianka que saiu com a inimiga quando eu tava com dengue,1
analubfr baby eu te convidei pro evento no face nao mas nem sei se vaí rolar pq to com dengue ,1
arruma meu quarto to com dengue,1
minha mamae foi no medico hoje e gracas a deus nao é dengue ,0
7418478163 jogadores com dengue kkkkkkk ,0
af com essa epidemia em perus estou com medo de ser dengue,1
carlosport pronto o time de itaquera já tem a desculpa pela derrota perante a ponte preta guerrero está com dengue,0
euzinha com suspeita de dengue pode isso arnaldo,1
meu vizinho ta com dengue,1
eu reponto a matéria de duas semanas com dengue  ,1
minha mãe foi comprar remédio p mim ai falou lá c o cara o q eu tava sentindo e o cara falou q pode ser dengue ,1
palco dengue  hospital e maternidade metropolitano in são paulo sp ,0
espantar o mosquito da dengue é vc limpar a sujeira da sua casa seus porcos,0
matei um mosquito da dengue mas onde tem um tem vários,0
gente eu to com dengue  to tão mal askbelieber,1
um dia depois do seu niver vc pega dengue sera q me fizeram macumba ou nao,1
será que to com dengue ,1
masoqcels ta com a bunda inchada  fui também tirar sangue pra ver se não era dengue kk,1
que parada é essa que o guerrero ta com dengue,0
meu whats tá mais parado que dengue ,0
acho que to cm dengue,1
raaquelborges mandei dm e eu nao posso visitar pq to gripada com dengue cpa d,1
outro mosquito da dengue me picou mas não é possível,0
o mano97fm zuou tanto os cariocas por causa da dengue que veio pra cá rsrs mota97 benja97 ba97fm sombra97fm rg0297 domenico97fm,0
rodrigoplatao e toda noite no meu quarto só dá mosquito só dá mosquito e é o da den den den den dengue,0
não sei como não peguei dengue ainda,0
o ebola que matou pouca gente teve mais repercussão do que a dengue que mata bem mais,0
acho q to com dengue,1
yolandaemanuel ai  piolhenta  dengue,1
guerrero com dengue  forçaguerrero,1
esperar 7 dias para sair os exames e saber se é dengue ou não que absurdo,1
camzcamzra uhum só me faltava ta com dengue aaah sim obviamente né shaushauah,1
marcosferreira dbrrr mas sera possivel q a dengue vai fazer td mundo desistir dos rolê,0
estou com suspeita de dengue preciso de vc zefelipecantor diz melhoras pra mim ver se eu me fortaleço um pouco ,1
collidewilk gente talvez eu esteja com dengue askmagcultmelhoras amor,1
geral com dengue ,1
andersonpoblen cuidado com a dengue,0
cara da dengue muito simpático ,0
comer pra não vir essa porra dessa dengue   pizzaria a grande família in macapá w liviaoliveirads ,0
dengue sai de mim,1
myexamplels to bem melhor hoje semana passada tive dengue mas to melhor  e você ,1
por deus que tem um mosquito da dengue me perseguindo,0
mina to com dengue e a cura é um boquetao  faz ,0
andreolivi mosquito da dengue é muito mais mortal,0
levei tantas picadas que já posso sentir a dengue dentro de mim ,0
slc começou esse negócio de dengue dnv ,1
“plenaeabsoluta ai que clínica mulher com frescura entra em coma estante barulhenta documentos somem apenas fechem foco de dengue,0
poderia estar trabalhando ou em casa  mas estou aqui no hospital esperando o resultado do exame de sangue sair tédio será dengue,0
karinacacaux estou com dengue mesmo  eu vou ficar bem  te amo muito e estou com saudades tb ,1
enquanto todo mundo tem dengue eu tenho alveolite a vida só piora,0
acho que estou com dengue ,1
acho q estou com dengue mano tomara que não seja ,1
to com sintomas de dengue ,1
leandro ta com dengue,1
se dengue matar eu vou morrer jaja,0
ah quem liga pra dengue né ibitipoca amigos ibitipoca,0
todo mundo c dengue aqui na quebrada pqp,1
que não seja o da dengue,1
prefeitos relaxaram as ações de combate a dengue ai a situação agravouse,0
ta todo mundo com dengue aq em casa,1
mano parece que to c dengue sem ko kkkkk que dor no corpo pqp ,1
espero q n seja dengue ,1
prefeitura de são paulo  combate ao mosquito da dengue   jardim planalto ,0
thaataduartte cuidado com a dengue viu melhorasss melancia ,0
fui lá no medico graças a deus não é dengue,0
e minha mãe falando que é dengue sai pra láquase morri na primeira vezquero isso de novo não ,0
só o que me faltava na situação que minha vida tá ficar com dengue,1
minha mãe acha q tô com dengue ,1
to sentindo que eu vou acordar com dengue,0
como sei que a epidemia da dengue é forte chegou em caibaté,0
minha mãe tá com suspeita de dengue ,1
examecom 8 bairros de sp que estão perto de ter epidemia de dengue gt  ,0
bom q com esse óculos vc n pega dengue né,0
ta todo mundo com suspeita de dengue  que horro,0
acho q to com dengue lindo otimo queria fica com dengue mesmo,1
todo mosquito que cola perto de mim eu acho que é dengue,0
meu pai esta achando que estou com dengue hauhaussh sqnunca pfv c,1
alrightvini deixa pra querer morrer quando ficar se coçando quasecom xanha quando a dengue tiver indo embora,0
bom dia prefeito jardelsebba45 após uma semana no estaleiro devido um infecção graças a deus não era dengue outra vez no batente,0
falta dagua e muita dengue em sp disparide,0
a tag ta mais parada que agua de dengue  askdirectioner ta mais parada q eu na escola,0
será q vai ter faixa contra as 100 mortes por dengue em sp ,0
acho que tô com dengue jdndjdndnd,1
caras meu pai ta c dengue dnv,1
jurava que estava melhor da dengue mas não,1
acho que eu to com dengue,1
“drauziovarella por que é tão difícil desenvolver uma vacina para a dengue leia novo artigo do dr drauzio varella http,0
“cbncampinas exército começa a atuar no combate à epidemia de dengue em campinas  ,0
não pode ser dengue ,1
ta doido dengue é do kpt ta tudo coçando,1
awnbazinha tô com dengue é suspeita de embolia pulmonar miga ,1
vcs só falam do árbitro que prejudicou a ponte preta mas ninguém fala da dengue que prejudicou o corinthians né,0
pelo menos eu não to com dengue nem com aquela chiku não sei das quantas,0
tiuthales ah dores no corpo todo sem força com suspeita de dengue ,1
suenocontigols nao nao graças a deus a dengue só da mta dor no corpo e na cabeça mas o problema que ela da no sangue o meu ta super normal,0
cazita não é dengue é hemorroida,0
thetryste pode ser dengue cuidado,0
teleco1910 guerrero está com dengue deve ficar fora contra o san lorenzo e uma eventual semi do paulista  pqp,0
pq vagner love não pego dengue esse merda ,0
lacotoneett dengue fi mal cheguei em gyn e já me fudi kkkk,1
gente tem teste de dengue,0
acordei com febre minha mãe disse que é dengue q,1
combater a dengue e a corrupção é uma tarefa prioritária para nós,0
a amiga da minha mae pegou dengue to morrendo de medo agora,1
pronto a dengue decidiu atacar todo mundo nessa merda,1
tomara q o rennó tenha melhorado da dengue,1
cada vasinho de água limpa e pareda pode ser um foco de dengue 85 dos focos estão dentro dos domicílios entre nessa guerra,0
acho que o mosquito da dengue levou brenodpegada  manooooooooo ,1
chego no hospital só casos de dengue to até feliz de o meu ser só sinusite,0
dosalargue e dengue migo fudeu kkkk,1
queria pegar dengue pra ficar afastada da escola ee sq tirando a dor vish,0
natyariede doses de informação contra a dengue parte 5 tem 4 tipos de dengue se você já pegou um tá imune não pega mais aquele tipo,0
dengue tá matando td mundo,0
acabei de matar um mosquito da dengue que tinha acabado de me morder eu to beeeem triste,0
triplesixmarcos quando vc descobrir se é msm dengue ou não me avisa pq to curiosa kkkk vc fez os exames,0
hoje às 13h temos um encontro com a luta contra a dengue venha e participe divulgue ,0
dengue vai limpar seu quintal varrer e catar o lixo e porcaria você acumula faça sua parte,0
futebol105fm leandrobollis essa dengue do guerrero não da desconto na renovação do contrato,0
guerrero foi ficar com dengue justo nas finais do campeonato ,0
quem mata mais    arma de fogo    dengue  x é a sua indiferença,0
meu pai já está com dengue e talvez minha mãe também só falta eu,1
meu wpp tá criando dengue,0
soldadoriq ta com dengue ,0
mas cara paracetamol é de deus tira totalmente minha dor no corpo nem parece que eu to com dengue,0
preciso ir no médico faz 1a semana que tô com gripe e dor de garganta não melhoro nunca tomara deus que não seja dengue ,1
alguem quer uma dengue ai ,1
camilalpav mas falta água em sp rsrs não falta água e não tem epidemia de dengue,0
gente se for dengue socorro,1
meu whatsapp está mais parado que água com dengue,0
bom dia pra quem tá com dengue ,1
estou indo ali curar minha dengue e já volto   ,1
meu whats vai ter dengue pq ta super parado,0
dengue garganta conjuntivite e virose to boa cada final de semana pego algo ,0
nossa imagina eu pego dengue só isso que falta pra foder td,0
guerrero com dengue gt vagner love,0
mamãe quer ir pra ibitipoca e eu com dengue aqui né,1
ah aquele mlq q saiu pq pegou aids isso mas não foi dengue pq é quase a msm coisa a msm coisa sim os dois causados por picada,0
ô meu bem ta dengosa ta só dengue pra te fazer parar em casa no sábado né chega vó,1
dengue do caraio,1
acabei de capturar um aedes aegypti vulgo mosquito da dengue foradengue foradilma  associação,0
eu to rezando pra q a thai n tenha pegado dengue na escola,1
vides0 ta com dengue ele vey enche de beijos por mim sem mariana saber q eu mandei ,1
bahianoar yula quero aqui parabenizar o trabalho das agentes endêmicas valença 0 de dengue,0
to com dengue,1
porque talvez eu esteja com dengue de verdade agora,1
to com o corpo inteiro cheio de mancha vermelha febre e dor no corpo se não é dengue é um parente mt perto,1
to rindo dos dengue,0
danubio 1 x 4 corinthians  tamo junto aqui na centralfoxbrasil  abraço a todos  rafael  rio claro sp  dengue city,0
wesleivieeira dengue q jeito se la tem peixe,0
todo mundo com dengue que bad lixo de mosquito,0
minha mãe tá com dengue tá sofrendo tanto tadinha,1
e acharam que eu estava com dengue,0
gente serio n posso ficar com dengue,0
ainda bem que não estou em ourinhosdo jeito que sou sortuda ia pegar dengue umas seis vezestá feio a coisa lámelhor ficar aqui,0
bem na semana de jogos tenho que pegar dengue ,1
vou falar que to com dengue,1
são paulo registra mais de 4mil casos de dengue isso pq tão sem água viu imagine,0
dengue educação e prevenção  jornalhoje 100 municíp do est sp estão cepidemia de dengue  ,0
minha avó fez bolo de chocolate me deu enjoou só de olhar tô achando q to c dengue parças,0
doses de informação contra a dengue parte 10 não precisa esperar exame que confirme a dengue pode começar a se tratar logo pra não piorar,0
dengue é uma coisa muito fdp,0
dengue já cansei de você tchau,1
tive todos os sintomas da dengue precisava tirar sangue e quem disse que eu tenho tempo,1
já me sinto curada da dengue com tanta beleza meu deus im in lovee  douglasbooth ,1
a falta de sono é que faz as pessoas contraírem o recalque e sintomas de dengue,0
se eu voltar daqui sem dengue vai ser um milagre,0
a cidade de votorantim está com mais de 600 casos de dengue,0
há quem diga que o brasil esteja com uma simples virose mas há também quem diga que é uma dengue hemorrágica,0
a crise é tal que até aranha tá pegando dengue,0
não duvido nada eu voltar com dengue pra gramado,0
senhor que seja só uma gripe e não dengue ,1
a dengue ta com a peste ,0
tanto jogador bosta pra dengue pegar e ela pega justo o guerrero,0
espero que não seja dengue ,1
minha já está dando tão certo desnecessário   dengue denovo maisuma e que suma logo isso,0
tbm duas semana sem comer por causa dessa dengue ,1
breendalage cuidado com dengue  melhoras rs,0
netflixbrasil tô com dengue e não sei o que assistir o que me recomendam assisti e amei 24 horas lost e himym,1
parece q to bom dengue,1
dengue e peneumonia não sei qual dos dois é pior,1
tô morrendo de medo de está com dengueai meu senhor,1
aqui torcendo pra pegar dengue e não precisar cometer suicídio,0
acho q está elevado o índice de pessoas com dengue no meu bairro pq logo cedo eles tão passando veneno na rua ,0
guerrero acordou com febre ta internado tá com dengue certeza,0
minha mae ta achando q é dengue,1
ela ta com alergia  nao cara é dengue aaah para de drama isso ai é tendinite kkkkkj,0
esses sintomas de dengue de novomeu amigooo,1
tem uns mosquitos voando aqui sera q eh dengue,0
não sei se tô com gripe alergia ou dengue e agr,0
meus amigos todos com dengue c,1
caralho o kelvin tá com dengue slc,1
não aguento mais fica deitado dengue dos inferno,1
professor de matemática substituindo professor de biologia que tá internado com dengue = lt3,1
dai sua mãe tá com dengue ,0
o governo dilmalulapt se afunda na corrupção na recessão na inflação e agora na dengue eita pt,0
oihelou antes cuidar de uma dengue do que uma virose sim ja fiz isso,0
hoje galera mutirão contra dengue vamos todos colaborar foradengue pmetsr  cidade de sao roque ,0
guerrero tá com dengue,0
todo mundo com dengue,0
acss e avss juntos na luta contra a dengue aqui é assim que se faz  cmstiaalice  cms tia alice ,0
eu posso culpar a dengue por mudar minha sexualidade ,0
não é lado bom  nossa q bom q o gusta pegou dengue nao é isso  não entendam errado amores mais o lado bom é q agr a medicina evoluiu ,0
to com suspeita de dengue,1
gente tô tão mal de doença que já estou suspeitando de dengue,1
amanhar e dia de marcamos presenca na paulista deve civico combater esta dengue ptralhas ratazana da silva,0
rigothaise maldita dengue não nos deixara ver a thaise de biquíni kkkk,0
acho que to com dengue,1
2 filhos com dengue oh lord lá vamos nós denovo ao médico aquitemmuitadengue,1
xande tem dengue na cabeça cara,0
matando os mosquitos da dengue,0
meu twitter ta criando dengue,0
dengue no feriado ,1
to com dengue ,1
paulo melhor pessoa ta com dengue e fica me atentando por wpp dizendo que a doença faz se coçar demais hdissuagsuagsuags,1
meu wpp tá quase dando dengue  de tão parado q ele tá  uu,0
andrelmachado  2 casos de dengue confirmados em ijuí casos importados são 69 suspeitos e 7 ainda aguardam os resultados,1
to cheio de dor sepa to com dengue,1
minha mãe está achando q eu estou com dengue,1
skyzlambre primeiro que dengue n mata ksksk so to tentando te animar,0
distrito de cézar de souza  reunião de combate a dengue   distrito césar de souza ,0
olifrann to mais ou menos miga to com dengue,1
to com tanta dor no corpo que que aparenta ser dengue sem febre,1
medo de ficar com dengue,0
mateuspera cala boca eu to falando da dengue,0
ninguém merece já peguei dengue este ano e não faz muito tempoagora virose argh,0
verezoca to sim mô mas to com dengue to de cama ,1
guerrero com denguepoxa,0
acho que to com dengue,1
cansei dessa dengue  ja podem pular pra parte que to 100 curada,1
demetriabyheart só falou de dengue ebola falou mal das mulheres,0
kingbieb3r mas vai no medico tem q olhar fazer exame aqui em bh ta epidemia de dengue,0
podia pegar dengue e morrer,0
troca a dengue por causa do mosquito da água,0
sintomas da dengue continuação manchas e erupções na pele  principalmente no tórax e em membros superiores,1
tmazieiro eu to com suspeita de dengue ,1
mosquito da dengue kd vc,0
não é gripe é dengue ,1
todo mundo com dengue menos eu,0
pega nescau pra mim to com dengue,1
marronboombom kķkkkkkkk  ele vai ficar com a minha tia  ele ta cheio de medo de morrer  por causa de dengue,0
acho que um mosquito da dengue me picou,0
cliffordfodedor onde tu pegou de ngue dengue pode matar,0
queria ir p sorocaba procurar roupa mas tenho medo de pegar dengue,0
mta dor de cabeçafebrevontade de vomitar eu espero n estar com dengue  votemcgui  kca,1
ferr1s dengue no cérebro,0
espero que não seja dengue,1
é dengue em uma semana combo desmaio+bater cabeça na pia na outra as inimigas estão poderosas,1
ta acontecendo uma epidemia de dengue no mundo,0
tem um sorocaba na dengue,0
pff  dengue não,1
dengue não por favor,1
dengue comendo solto na cidade nossa prefeitura temos isso deve estar cuidando das bicicletas e de novos impostos p foder o cidadão tsc,0
ebola falta dágua dengue dos 20 eu não passo ctz,0
só essa semana ja tive q cuidar de 3 alunos q estavam vomitando e com dor de cabeça ja pensei q era dengue,1
guabiruba registra o primeiro caso de dengue kkkkkk,1
td mundo cm dengue nessa sorocabq,0
aranha tb ta com dengue,1
e eu tava achando já que era dengue,0
tudo virou dengue hoje em dia espirou é dengue morreu é dengue caiu na rua é dengue aliás acho que to com dengue,0
mininu mosquito da dengue em palmas morre afogado,0
murielcastejon ai tomara que não seja tadinho  mas dois vizinhos aqui deram dengue ,1
eita acabou de passar na globo que a prefeitura de guarulhos declarou estado de atenção pra dengue que medo,0
inadmissível ver pessoas morrendo de dengue é uma dor sem tamanho e me da mais saudade de daniel ,0
gente o meu wpp ta muito parado a ponto de dar dengue e isso n é normal to estranhando ngm sai no domingo isso ta errado,0
campinas com uma epidemia de dengue e eu com várias picadas na perna desespero sim ou com certeza,0
mano dengue é horrível,1
paradao da dengue tva fera lkkkkkk,0
improvisos no combate à dengue confira na reportagem de paulamcury sbtbrasil,0
o ponto mais alto de adrenalina da minha vida por esses tempos osmar josé meu pai está com dengue como 50 de osvaldo cruz ,1
um bicho me picou sera o dengue,0
o que a xuxa e o pt tem em comum ambos estão acompanhados pela peste e pela dengue,0
dormir quase 100 e acordar com suspeita de dengue,1
tlordelga segura essa viado acho q to com dengue,1
estadao dengue atinge 90 das cidades de sp e estado se aproxima de epidemia  isso é preocupante,0
nem toda dengue é hemorrágica  siiiim sobremassetaegd sobretiros sobredesavencas abenaias,0
carapanã ou mosquito da dengue morrendo na dúvida,0
to c medo dessa dengue minha rua inteira ta seloki,1
domingo de muitas manifestaçoes o país mobilizado no  foradilma e o canallivre1 falando de dengue logo hoje,0
como proceder quando seu paizinho ta com dengue pela segunda vez ,1
deus não deixar ser dengue hemorragica cuida da minha mamis ,1
só espero não pegar dengue por aqui ninguém merece kakaka,0
casos de dengue aumentaram 240 com relação ao ano passado combater a dengue é dever de todos   rep globonews  leticia de oliveira,0
você conhece os sintomas da dengue nossacidadesemdengue  via sbpprotege,0
nunca senti as dores que to sentindo de ontem pra hj dengue dói mais que imaginei  ,1
pq se for dengue eu to fudida ,1
todo mundo com dengue sai pra lá,0
esses protestos estão mais desanimados que bicho preguiça com dengue  do que adianta a dilma sair e o alckmin continuar,0
bora cuidar com a água parada né galera só no meu bairro tem 20 pessoas com dengue,0
e essa epidemia de namoro pior que a dengue tá difícil ter imunidade a isso mas tô firme,0
espero que não seja denguepelo amor de jesus cristo me leva mas não me faz pegar dengue nessa terra,1
morador de taboão morre no antena aos 29 anos com suspeita de dengue hemorrágica ,0
quero pegar dengue de novo na próxima semana de provas em em junho anota na agenda aí querida dengue,0
geral tá pegando dengue cqccompyong,0
dybaxx fodasse dengue kk,0
pessoal lá no interior tudo com dengue meu tudo digo aq também ta kkkkkk,0
vcs sabiam que já peguei dengue duas vezes,1
bielsoares12 carluscrl vo te chamar de dengue,0
pessoal to com dengue,1
incrível como a dengue tornase um assunto extremamente sério quando há aumento de casos no sudeste,0
luuuazevedo nossa isso é dengue,1
cem mil casos de dengue em sao paulo e não vejo o boçal do governador se manifestar,0
evilgroselha danielfeltrin dengue  melhoras 0,0
gente to c dó da carol de vdd merecia td menos dengue melhoras pra mana ,1
alelozetti agora na foxsportsbr diz q o exame descarta dengue,0
guerrero pegou dengue acho que é uma estratégia dos corinthianos para ele renovar o seu contrato,0
sp2laura muriçoca passa dengue,0
quem mata mais    arma de fogo    dengue  x 08 de bateria,0
meu tio também ta com dengue,1
amanhã vou fazer exame p saber se to mesma com dengue,1
cada dia que passa mais pessoas com dengue deus nos ajude,0
brasileiro foi economizar água deixou vários baldes cheios e agora estão com dengue,0
morrendo um pouco de dengue aqui,1
nunca mais quero pega dengue na minha vida,0
doses de informação contra a dengue parte 7 dizem que não dá vontade de comer nem de beber nada mas o paciente precisa muito se hidratar,0
é minha gente dengue não brinquedo não,0
ettorescalon vc ta com dengue só pode kkkkkkk acordar as 7h da manha prefiro a morte,0
se bem a disseram q ele tava com dengue espero q falte,1
to tri cabreiro com esse bagulho de dengue ai,0
vo deixa o mosquito da dengue me picar p ser um mlk dengoso,0
sao pauli registra 167 mil casos de dengue tem mais caso de dengue do que gente no protesto band news lt33333,0
e to aqui em morato com dengue,1
a dengue ta vindo em peso oo,0
os dengue tao nervoso ,0
axzgazzoni sim aceitei mas agora que a dengue ta confirmada se eu não estiver bem até o dia do evento fudeu,0
qualquer mosquito que eu vejo ja acho que é dengue,0
quem mata mais    arma de fogo    dengue  x ser cantorcompositor talentoso de banda de rock,0
